tumorType,metaCondition,condition,conditionCode,context,contextCode,regName,variant,regCode,component,day,cycleTaken,cycleLength,noCycles,branchInfo,regCode,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-CHOP-14 (Rituximab and hyaluronidase),02,1806,Rituximab and hyaluronidase human,1,2:6,14,,,134.1806.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-CHOP-14 (Rituximab and hyaluronidase),02,1806,Cyclophosphamide,1,1:6,14,,,134.1806.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-CHOP-14 (Rituximab and hyaluronidase),02,1806,Doxorubicin,1,1:6,14,,,134.1806.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-CHOP-14 (Rituximab and hyaluronidase),02,1806,Vincristine,1,1:6,14,,,134.1806.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Lenalidomide,1:14,1:6,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Rituximab,1,1:6,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Cyclophosphamide,1,1:6,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Doxorubicin,1,1:6,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Vincristine,1,1:6,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,01,1807,Methotrexate,1,1:4,21,,,134.1807.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,02,1807,Lenalidomide,1:14,1:6,21,,,134.1807.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,02,1807,Rituximab,1,1:6,21,,,134.1807.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,02,1807,Cyclophosphamide,1,1:6,21,,,134.1807.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,02,1807,Doxorubicin,1,1:6,21,,,134.1807.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,02,1807,Vincristine,1,1:6,21,,,134.1807.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,03,1807,Lenalidomide,1:10,1:6,21,,,134.1807.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,03,1807,Rituximab,1,1:6,21,,,134.1807.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,03,1807,Cyclophosphamide,1,1:6,21,,,134.1807.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,03,1807,Doxorubicin,1,1:6,21,,,134.1807.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R2-CHOP,03,1807,Vincristine,1,1:6,21,,,134.1807.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Rituximab,1,1:6,21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Cyclophosphamide,"1,2,3","1,3,5",21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Vincristine,"5,12","1,3,5",21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Doxorubicin,5,"1,3,5",21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Methotrexate,1,"2,4,6",21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-Hyper-CVAD/R-MA,01,1808,Cytarabine,"3,4","2,4,6",21,,,134.1808.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-MegaCHOP-14,01,1809,Rituximab,1,,14,6,,134.1809.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-MegaCHOP-14,01,1809,Cyclophosphamide,1,,14,6,,134.1809.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-MegaCHOP-14,01,1809,Doxorubicin,1,,14,6,,134.1809.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-MegaCHOP-14,01,1809,Vincristine,1,,14,6,,134.1809.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCHOP (Rituximab and hyaluronidase),01,1810,Rituximab,1,1,21,,,134.1810.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCHOP (Rituximab and hyaluronidase),01,1810,Rituximab and hyaluronidase human,1,2:6,21,,,134.1810.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCHOP (Rituximab and hyaluronidase),01,1810,Cyclophosphamide,1,1:6,21,,,134.1810.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCHOP (Rituximab and hyaluronidase),01,1810,Doxorubicin,1,1:6,21,,,134.1810.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCHOP (Rituximab and hyaluronidase),01,1810,Vincristine,1,1:6,21,,,134.1810.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCEOP,01,1811,Rituximab,1,,21,6,,134.1811.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCEOP,01,1811,Cyclophosphamide,1,,21,6,,134.1811.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCEOP,01,1811,Epirubicin,1,,21,6,,134.1811.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, randomized data",000,R-miniCEOP,01,1811,Vinblastine,1,,21,6,,134.1811.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,Bendamustine & Rituximab (BR),01,1812,Bendamustine,"1,2",,21,Cont.,,134.1812.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,Bendamustine & Rituximab (BR),01,1812,Rituximab,1,,21,Cont.,,134.1812.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,O-miniCHOP,01,1813,Ofatumumab,1,,21,6,,134.1813.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,O-miniCHOP,01,1813,Cyclophosphamide,1,,21,6,,134.1813.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,O-miniCHOP,01,1813,Doxorubicin,1,,21,6,,134.1813.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,O-miniCHOP,01,1813,Vincristine,1,,21,6,,134.1813.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-BL,01,1814,Rituximab,1,,28,6,,134.1814.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-BL,01,1814,Lenalidomide,1:21,,28,6,,134.1814.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,01,1815,Rituximab,1,,21,6,,134.1815.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,01,1815,Cyclophosphamide,1,,21,6,,134.1815.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,01,1815,Pegylated liposomal doxorubicin,1,,21,6,,134.1815.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,01,1815,Vincristine,1,,21,6,,134.1815.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,02,1815,Rituximab,1,,21,7,,134.1815.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,02,1815,Cyclophosphamide,1,,21,7,,134.1815.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,02,1815,Pegylated liposomal doxorubicin,1,,21,7,,134.1815.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,02,1815,Vincristine,1,,21,7,,134.1815.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,03,1815,Rituximab,1,,21,8,,134.1815.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,03,1815,Cyclophosphamide,1,,21,8,,134.1815.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,03,1815,Pegylated liposomal doxorubicin,1,,21,8,,134.1815.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CDOP,03,1815,Vincristine,1,,21,8,,134.1815.03,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",01,1816,Rituximab,1,,21,4,,134.1816.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",01,1816,Cyclophosphamide,2,,21,4,,134.1816.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",01,1816,Epirubicin,2,,21,4,,134.1816.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",01,1816,Vincristine,2,,21,4,,134.1816.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",02,1816,Rituximab,1,,21,6,,134.1816.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",02,1816,Cyclophosphamide,2,,21,6,,134.1816.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",02,1816,Epirubicin,2,,21,6,,134.1816.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,"R-CEOP90 (Epirubicin, Prednisolone)",02,1816,Vincristine,2,,21,6,,134.1816.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),01,1817,Rituximab,1,,21,3,,134.1817.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),01,1817,Cyclophosphamide,1,,21,3,,134.1817.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),01,1817,Etoposide,"1,2,3",,21,3,,134.1817.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),01,1817,Vincristine,1,,21,3,,134.1817.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),02,1817,Rituximab,1,,21,4,,134.1817.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),02,1817,Cyclophosphamide,1,,21,4,,134.1817.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),02,1817,Etoposide,"1,2,3",,21,4,,134.1817.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-CEOP (Etoposide),02,1817,Vincristine,1,,21,4,,134.1817.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-GCVP,01,1818,Rituximab,1,1:6,21,,,134.1818.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-GCVP,01,1818,Gemcitabine,"1,8",1:6,21,,,134.1818.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-GCVP,01,1818,Cyclophosphamide,1,1:6,21,,,134.1818.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-GCVP,01,1818,Vincristine,1,1:6,21,,,134.1818.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-GCVP,01,1818,Methotrexate,1,1:3,21,,,134.1818.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-MegaCHOP-14,01,1819,Rituximab,1,,21,3,,134.1819.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-MegaCHOP-14,01,1819,Cyclophosphamide,1,,21,3,,134.1819.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-MegaCHOP-14,01,1819,Doxorubicin,1,,21,3,,134.1819.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-MegaCHOP-14,01,1819,Vincristine,1,,21,3,,134.1819.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-miniCHOP,01,1820,Rituximab,1,,21,6,,134.1820.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-miniCHOP,01,1820,Cyclophosphamide,1,,21,6,,134.1820.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-miniCHOP,01,1820,Doxorubicin,1,,21,6,,134.1820.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Untreated, non-randomized or retrospective data",000,R-miniCHOP,01,1820,Vincristine,1,,21,6,,134.1820.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBV, then auto HSCT",01,1821,Cyclophosphamide,5,,7,1,,134.1821.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBV, then auto HSCT",01,1821,Carmustine,1,,7,1,,134.1821.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBV, then auto HSCT",01,1821,Etoposide,3,,7,1,,134.1821.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBVM, then auto HSCT",01,1822,Cyclophosphamide,5,,7,1,,134.1822.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBVM, then auto HSCT",01,1822,Carmustine,1,,7,1,,134.1822.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBVM, then auto HSCT",01,1822,Etoposide,3,,7,1,,134.1822.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"CBVM, then auto HSCT",01,1822,Methotrexate,1,,7,1,,134.1822.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,Cytarabine monotherapy,01,1823,Cytarabine,1:4,,14,2,,134.1823.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,Ibritumomab tiuxetan protocol,01,1824,Rituximab,"1,8",,8,1,,134.1824.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,Ibritumomab tiuxetan protocol,01,1824,Ibritumomab tiuxetan & Yttrium-90,8,,8,1,,134.1824.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,R-IFE,01,1825,Rituximab,1,,14,4,,134.1825.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,R-IFE,01,1825,Etoposide,1,,14,4,,134.1825.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,R-IFE,01,1825,Ifosfamide,1,,14,4,,134.1825.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Rituximab,1,,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Ibritumomab tiuxetan & Yttrium-90,1,,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Carmustine,9,,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Etoposide,"10,11,12,13",,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Cytarabine,"10,11,12,13",,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",01,1826,Melphalan,14,,15,1,,134.1826.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Rituximab,"1,8",,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Ibritumomab tiuxetan & Yttrium-90,8,,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Carmustine,15,,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Etoposide,"16,17,18,19",,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Cytarabine,"16,17,18,19",,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Consolidation after upfront therapy,000,"Z-BEAM, then auto HSCT",02,1826,Melphalan,20,,22,1,,134.1826.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Maintenance after upfront therapy,000,Lenalidomide monotherapy,01,1827,Lenalidomide,1:21,,28,Cont.,,134.1827.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Maintenance after upfront therapy,000,Rituximab monotherapy,01,1828,Rituximab,1,,56,Cont.,,134.1828.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,Maintenance after upfront therapy,000,Rituximab monotherapy,02,1828,Rituximab,1,,84,Cont.,,134.1828.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,Axicabtagene ciloleucel monotherapy,01,1829,Cyclophosphamide,"1,2,3",,7,1,,134.1829.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,Axicabtagene ciloleucel monotherapy,01,1829,Fludarabine,"1,2,3",,7,1,,134.1829.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,Axicabtagene ciloleucel monotherapy,01,1829,Axicabtagene ciloleucel,6,,7,1,,134.1829.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,Lisocabtagene maraleucel monotherapy,01,1830,Lisocabtagene maraleucel,1,,7,1,,134.1830.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-DHAP,01,1831,Ofatumumab,"1,8",1,21,,,134.1831.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-DHAP,01,1831,Ofatumumab,1,"2,3",21,,,134.1831.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-DHAP,01,1831,Cytarabine,2,"1,2,3",21,,,134.1831.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-DHAP,01,1831,Cisplatin,1,"1,2,3",21,,,134.1831.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,01,1832,Ofatumumab,"1,8",1,21,,,134.1832.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,01,1832,Ofatumumab,1,"2,3",21,,,134.1832.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,01,1832,Ifosfamide,2,"1,2,3",21,,,134.1832.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,01,1832,Carboplatin,1,"1,2,3",21,,,134.1832.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,01,1832,Etoposide,"1,2,3","1,2,3",21,,,134.1832.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,02,1832,Ofatumumab,"1,8",1,21,,,134.1832.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,02,1832,Ofatumumab,1,"2,3",21,,,134.1832.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,02,1832,Ifosfamide,2,"1,2,3",21,,,134.1832.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,02,1832,Carboplatin,2,"1,2,3",21,,,134.1832.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,O-ICE,02,1832,Etoposide,"1,2,3","1,2,3",21,,,134.1832.02,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,R-DexaBEAM,01,1833,Rituximab,"1,8",,21,2,,134.1833.01,,,,,
Malignant Hematology,Aggressive lymphomas,Diffuse large B-cell lymphoma,134,"Relapsed or refractory, salvage therapy",000,R-DexaBEAM,01,1833,Carmustine,3,,21,2,,134.1833.01,,,,,
