"","regCodeExt","tumorType","metaCondition","condition","conditionCode","context","contextCode","regName","continuous","noCycles_Original","regString","shortString"
"5814","29.19.471.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX7",FALSE,"6","12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5816","29.19.472.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX7 (L-Leucovorin)",FALSE,"6","14.Fluorouracil;0.Levoleucovorin;14.Fluorouracil;0.Levoleucovorin;","14.Fluorouracil;0.Levoleucovorin;"
"5818","29.19.472.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX7 (L-Leucovorin)",FALSE,"6","12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;"
"5820","29.19.474.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX6-B",FALSE,"9","14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;","14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;"
"5823","29.19.474.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX6-B",FALSE,"9","12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5826","29.19.475.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX6-B (L-Leucovorin)",TRUE,"Cont.","14.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;14.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;","14.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;"
"5830","29.19.475.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"mFOLFOX6-B (L-Leucovorin)",TRUE,"Cont.","12.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Bevacizumab;0.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5834","29.19.476.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FUIRI",TRUE,"Cont.","7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;","7.Fluorouracil;0.Irinotecan;"
"5836","29.19.476.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FUIRI",TRUE,"Cont.","5.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;5.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;","5.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;"
"5838","29.19.477.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FULV",TRUE,"Cont.","7.Fluorouracil;7.Fluorouracil;","7.Fluorouracil;7.Fluorouracil;"
"5839","29.19.478.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FULV (L-Leucovorin)",TRUE,"Cont.","24.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;24.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;","24.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;"
"5841","29.19.478.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FULV (L-Leucovorin)",TRUE,"Cont.","17.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;17.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;","17.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;0.Levoleucovorin;"
"5843","29.19.478.3","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FULV (L-Leucovorin)",TRUE,"Cont.","14.Fluorouracil;0.Levoleucovorin;14.Fluorouracil;0.Levoleucovorin;","14.Fluorouracil;0.Levoleucovorin;"
"5845","29.19.478.4","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FULV (L-Leucovorin)",TRUE,"Cont.","12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Levoleucovorin;1.Fluorouracil;1.Fluorouracil;"
"5847","29.19.479.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FUOX",TRUE,"Cont.","7.Fluorouracil;0.Oxaliplatin;7.Fluorouracil;7.Fluorouracil;0.Oxaliplatin;7.Fluorouracil;","7.Fluorouracil;0.Oxaliplatin;7.Fluorouracil;"
"5849","29.19.479.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"FUOX",TRUE,"Cont.","5.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;5.Fluorouracil;1.Fluorouracil;1.Fluorouracil;5.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;5.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","5.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;5.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"5851","29.19.480.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IFL",TRUE,"Cont.","21.Fluorouracil;0.Irinotecan;21.Fluorouracil;0.Irinotecan;","21.Fluorouracil;0.Irinotecan;"
"5853","29.19.480.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IFL",TRUE,"Cont.","21.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;21.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;","21.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Fluorouracil;0.Irinotecan;"
"5855","29.19.481.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IFL & Bevacizumab",TRUE,"Cont.","7.Bevacizumab;0.Bevacizumab;0.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;4.Bevacizumab;3.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;7.Fluorouracil;0.Irinotecan;7.Bevacizumab;0.Bevacizumab;0.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;4.Bevacizumab;3.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;7.Fluorouracil;0.Irinotecan;","7.Bevacizumab;0.Bevacizumab;0.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;4.Bevacizumab;3.Fluorouracil;0.Fluorouracil;0.Irinotecan;0.Irinotecan;7.Fluorouracil;0.Irinotecan;"
"5861","29.19.482.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"Irinotecan monotherapy",TRUE,"Cont.","21.Irinotecan;7.Irinotecan;7.Irinotecan;7.Irinotecan;21.Irinotecan;7.Irinotecan;7.Irinotecan;7.Irinotecan;","21.Irinotecan;7.Irinotecan;7.Irinotecan;7.Irinotecan;"
"5862","29.19.483.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IRIS & Bevacizumab",TRUE,"Cont.","7.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;7.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","7.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"5865","29.19.483.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IRIS & Bevacizumab",TRUE,"Cont.","14.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;14.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;","14.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Bevacizumab;0.Irinotecan;0.Tegafur;0.gimeracil;0.oteracil;"
"5868","29.19.484.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"IROX",TRUE,"Cont.","21.Irinotecan;0.Oxaliplatin;21.Irinotecan;0.Oxaliplatin;","21.Irinotecan;0.Oxaliplatin;"
"5870","29.19.485.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"Nordic FLOX",FALSE,"8","13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;","13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;"
"5872","29.19.485.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"Nordic FLOX",TRUE,"Cont.","13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;","13.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;"
"5874","29.19.486.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"OXAFAFU",TRUE,"Cont.","13.Oxaliplatin;1.Fluorouracil;13.Oxaliplatin;1.Fluorouracil;","13.Oxaliplatin;1.Fluorouracil;"
"5876","29.19.487.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"S-1 monotherapy",TRUE,"Cont.","8.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"5877","29.19.488.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"SOX",TRUE,"Cont.","8.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"5879","29.19.489.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Advanced or metastatic disease, first-line",19,"SOX & Bevacizumab",TRUE,"Cont.","8.Bevacizumab;0.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Bevacizumab;0.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Bevacizumab;0.Oxaliplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"5882","29.194.446.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"FOLFIRI",FALSE,"8","13.Fluorouracil;0.Irinotecan;1.Fluorouracil;13.Fluorouracil;0.Irinotecan;1.Fluorouracil;","13.Fluorouracil;0.Irinotecan;1.Fluorouracil;"
"5884","29.194.446.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"FOLFIRI",FALSE,"8","12.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Irinotecan;1.Fluorouracil;1.Fluorouracil;"
"5886","29.194.447.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6",TRUE,"Cont.","14.Fluorouracil;0.Oxaliplatin;14.Fluorouracil;0.Oxaliplatin;","14.Fluorouracil;0.Oxaliplatin;"
"5888","29.194.447.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6",TRUE,"Cont.","12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5890","29.194.448.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6 (L-Leucovorin)",FALSE,"12","14.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;14.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;","14.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;"
"5893","29.194.448.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6 (L-Leucovorin)",FALSE,"12","12.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Levoleucovorin;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5896","29.194.449.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6-B",TRUE,"Cont.","14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;","14.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;"
"5899","29.194.449.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"mFOLFOX6-B",TRUE,"Cont.","12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;","12.Bevacizumab;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;"
"5902","29.194.450.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"Hepatic arterial chemotherapy",FALSE,"6","7.Floxuridine;7.Floxuridine;","7.Floxuridine;7.Floxuridine;"
"5903","29.194.451.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"Intraperitoneal 5-FU",FALSE,"6","28.Fluorouracil;28.Fluorouracil;","28.Fluorouracil;28.Fluorouracil;"
"5904","29.194.451.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Colorectal cancer",29,"Therapy for oligometastatic disease, including perioperative therapy and hyperthermic intra-peritoneal chemotherapy",194,"Intraperitoneal 5-FU",FALSE,"6","23.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;23.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","23.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
