"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"3052","2439.10705.1.1874","LUX-Head and Neck 1|LUX-Head and Neck 3",2439,"Afatinib monotherapy","10705","normal",1,"Non-curative subsequent-line therapy","1874"
"3053","1190.15199.1.1874","EMR 62202-016|CheckMate 141",1190,"Cetuximab monotherapy","15199","normal",1,"Non-curative subsequent-line therapy","1874"
"3054","701.5645.275.1874","CheckMate 141|CheckMate 141",701,"Docetaxel monotherapy","5645","Regimen variant #1 30 mg/m2 weekly",275,"Non-curative subsequent-line therapy","1874"
"3055","1067.5645.1023.1874","ECOG E1302",1067,"Docetaxel monotherapy","5645","Regimen variant #2 35 mg/m2 3 weeks out of 4",1023,"Non-curative subsequent-line therapy","1874"
"3056","702.5645.1617.1874","CheckMate 141|Guardiola et al. 2004|CheckMate 141",702,"Docetaxel monotherapy","5645","Regimen variant #3 40 mg/m2 weekly",1617,"Non-curative subsequent-line therapy","1874"
"3057","2440.5092.323.1874","LUX-Head and Neck 1|LUX-Head and Neck 3|CheckMate 141|EAGLE|CheckMate 141",2440,"Methotrexate monotherapy","5092","Regimen variant #1 40 mg/m2 2",323,"Non-curative subsequent-line therapy","1874"
"3058","701.5092.1161.1874","CheckMate 141|CheckMate 141",701,"Methotrexate monotherapy","5092","Regimen variant #2 60 mg/m2 2",1161,"Non-curative subsequent-line therapy","1874"
"3059","700.3192.1.1874","CheckMate 141",700,"Nivolumab monotherapy","3192","normal",1,"Non-curative subsequent-line therapy","1874"
"3060","374.5706.1.1874","BERIL-1",374,"Paclitaxel monotherapy","5706","normal",1,"Non-curative subsequent-line therapy","1874"
"3061","2190.3199.96.1874","KEYNOTE-012",2190,"Pembrolizumab monotherapy","3199","Regimen variant #1 10 mg/kg",96,"Non-curative subsequent-line therapy","1874"
"3062","2202.3199.951.1874","KEYNOTE-040",2202,"Pembrolizumab monotherapy","3199","Regimen variant #2 200 mg",951,"Non-curative subsequent-line therapy","1874"
"3063","1826.21938.1.813","HLH-94",1826,"HLH-94 regimen","21938","normal",1,"Induction therapy","813"
"3064","1825.21957.1.813","HLH-2004",1825,"HLH-2004 regimen","21957","normal",1,"Induction therapy","813"
"3065","4063.21970.1.2648","Wang et al. 2015a",4063,"DEP","21970","normal",1,"Non-curative therapy","2648"
"3066","218.21977.1.794","ARG-911|ARG-915|ALicia|Kang et al. 2015|Tardy-Poncet et al. 2015",218,"Argatroban monotherapy","21977","normal",1,"All lines of therapy","794"
"3067","737.22006.1.794","Chong et al. 2001|Kang et al. 2015",737,"Danaparoid monotherapy","22006","normal",1,"All lines of therapy","794"
"3068","135.22015.1.794","ALicia",135,"Lepirudin monotherapy","22015","normal",1,"All lines of therapy","794"
"3069","2543.3575.1.794","McMaster 2012-02-09",2543,"Rivaroxaban monotherapy","3575","normal",1,"All lines of therapy","794"
"3070","1434.48264.1.794","Frame et al. 1989|Winder et al. 1998|Padmanabhan et al. 2017|Park et al. 2018",1434,"IVIG monotherapy","48264","normal",1,"All lines of therapy","794"
"3071","110.28789.1.2618","AHEP0731",110,"Cisplatin and Fluorouracil (CF) and Vincristine","28789","normal",1,"Adjuvant therapy","2618"
"3072","44.6323.1.3175","Abdel-Rahman et al. 2013",44,"Capecitabine monotherapy","6323","normal",1,"Non-curative first-line therapy","3175"
"3073","690.3192.719.3175","CheckMate 040",690,"Nivolumab monotherapy","3192","Regimen variant #1 weight-based",719,"Non-curative first-line therapy","3175"
"3074","712.3192.1318.3175","CheckMate 459",712,"Nivolumab monotherapy","3192","Regimen variant #2 flat dosing",1318,"Non-curative first-line therapy","3175"
"3075","964.20636.1.3175","DF/HCC 05-348|SUN 1170",964,"Sunitinib monotherapy","20636","normal",1,"Non-curative first-line therapy","3175"
"3076","1777.22034.1.5188","HCC028",1777,"Axitinib and TACE","22034","normal",1,"Local therapy","5188"
"3077","2719.22042.1.5188","MSK 07-099|TACE2",2719,"DEB-TACE","22042","normal",1,"Local therapy","5188"
"3078","2326.22070.580.2618","LCI-125-009",2326,"TACE monotherapy","22070","Regimen variant #1 doxorubicin-based",580,"Adjuvant therapy","2618"
"3079","3803.22070.1296.2618","SYSUCC-HCC-ADTACE",3803,"TACE monotherapy","22070","Regimen variant #2 carboplatin epirubicin mitomycin-based",1296,"Adjuvant therapy","2618"
"3080","1958.29980.1.3175","IMbrave150",1958,"Atezolizumab and Bevacizumab","29980","normal",1,"Non-curative first-line therapy","3175"
"3081","3589.3350.1.3175","Siegel et al. 2008",3589,"Bevacizumab monotherapy","3350","normal",1,"Non-curative first-line therapy","3175"
"3082","1879.7214.1.3175","Hsu et al. 2010",1879,"Capecitabine and Bevacizumab","7214","normal",1,"Non-curative first-line therapy","3175"
"3083","1361.13628.1.3175","FFCD 03-03",1361,"CapeOx","13628","normal",1,"Non-curative first-line therapy","3175"
"3084","3730.14197.1.3175","Sun et al. 2011",3730,"CapeOx and Bevacizumab","14197","normal",1,"Non-curative first-line therapy","3175"
"3085","1041.5217.373.3175","EACH",1041,"Doxorubicin monotherapy","5217","Regimen variant #1 50 mg/m2",373,"Non-curative first-line therapy","3175"
"3086","4150.5217.1166.3175","Yeo et al. 2005|Yeo et al. 2005",4150,"Doxorubicin monotherapy","5217","Regimen variant #2 60 mg/m2 x 6",1166,"Non-curative first-line therapy","3175"
"3087","2132.5217.1676.3175","Johnson et al. 1978|Study 11546",2132,"Doxorubicin monotherapy","5217","Regimen variant #3 60 mg/m2 x 9",1676,"Non-curative first-line therapy","3175"
"3088","2310.5217.1932.3175","Lai et al. 1988|ZARIX-ZX101-301",2310,"Doxorubicin monotherapy","5217","Regimen variant #4 60 mg/m2 indefinite",1932,"Non-curative first-line therapy","3175"
"3089","4150.5217.2077.3175","Yeo et al. 2005|Yeo et al. 2005",4150,"Doxorubicin monotherapy","5217","Regimen variant #5 75 mg/m2",2077,"Non-curative first-line therapy","3175"
"3090","1819.7161.1.3175","HIMALAYA",1819,"Durvalumab and Tremelimumab","7161","normal",1,"Non-curative first-line therapy","3175"
"3091","3893.2587.1.3175","Thomas et al. 2009|Philip et al. 2011",3893,"Erlotinib and Bevacizumab","2587","normal",1,"Non-curative first-line therapy","3175"
"3092","3150.11598.1.3175","Porta et al. 1995",3150,"FULV","11598","normal",1,"Non-curative first-line therapy","3175"
"3093","1041.13829.1.3175","EACH",1041,"FOLFOX4","13829","normal",1,"Non-curative first-line therapy","3175"
"3094","2609.47112.1.3175","MGH 12-218",2609,"mFOLFOX and Sorafenib","47112","normal",1,"Non-curative first-line therapy","3175"
"3095","1776.52532.1.3175","HCC-S023",1776,"FOLFOX-HAIC","52532","normal",1,"Non-curative first-line therapy","3175"
"3096","1775.52539.1.3175","HCC-S021",1775,"FOFLFOX-HAIC and Sorafenib","52539","normal",1,"Non-curative first-line therapy","3175"
"3097","2418.11702.1.3175","Louafi et al. 2007",2418,"GemOx","11702","normal",1,"Non-curative first-line therapy","3175"
"3098","3179.47111.1.3175","PRODIGE 10",3179,"GemOx and Sorafenib","47111","normal",1,"Non-curative first-line therapy","3175"
"3099","3292.22216.1.3175","REFLECT",3292,"Lenvatinib monotherapy","22216","normal",1,"Non-curative first-line therapy","3175"
"3100","45.1602.1.3175","Abou-Alfa et al. 2006b|SHARP|Sorafenib AP|Pinter et al. 2009|SUN 1170|BRISK-FL|LIGHT|SEARCH|SAKK 77/08; SASL 29|Abdel-Rahman et al. 2013|SILIUS|CALGB 80802|SIRveNIB|PRODIGE-11|SARAH|STAH|REFLECT|HCC-S021|CheckMate 459|Qin et al. 2021|FOHAIC-1|HIMALAYA|IMbrave150|COSMIC-312|ORIENT-32",45,"Sorafenib monotherapy","1602","normal",1,"Non-curative first-line therapy","3175"
"3101","2167.22310.1.3175","Kawata et al. 2001",2167,"TACE, then 5-FU","22310","normal",1,"Non-curative first-line therapy","3175"
"3102","109.18202.1.1874","AHELP",109,"Apatinib monotherapy","18202","normal",1,"Non-curative subsequent-line therapy","1874"
"3103","657.22317.1.1874","CELESTIAL",657,"Cabozantinib monotherapy","22317","normal",1,"Non-curative subsequent-line therapy","1874"
"3104","3584.5442.1.1874","SHR-1210-II/III-HCC",3584,"Camrelizumab monotherapy","5442","normal",1,"Non-curative subsequent-line therapy","1874"
"3105","1042.5217.1.1874","EACH|RELIVE",1042,"Doxorubicin monotherapy","5217","normal",1,"Non-curative subsequent-line therapy","1874"
"3106","1041.13829.1.1874","EACH",1041,"FOLFOX4","13829","normal",1,"Non-curative subsequent-line therapy","1874"
"3107","690.11084.1.1874","CheckMate 040",690,"Ipilimumab and Nivolumab","11084","normal",1,"Non-curative subsequent-line therapy","1874"
"3108","1959.22216.1.1874","IMbrave251",1959,"Lenvatinib monotherapy","22216","normal",1,"Non-curative subsequent-line therapy","1874"
"3109","690.3192.260.1874","CheckMate 040",690,"Nivolumab monotherapy","3192","Regimen variant #1 3 mg/kg",260,"Non-curative subsequent-line therapy","1874"
"3110","1.3192.968.1874","",1,"Nivolumab monotherapy","3192","Regimen variant #2 240 mg",968,"Non-curative subsequent-line therapy","1874"
"3111","1.3192.1627.1874","",1,"Nivolumab monotherapy","3192","Regimen variant #3 480 mg",1627,"Non-curative subsequent-line therapy","1874"
"3112","2228.3199.657.1874","KEYNOTE-224|KEYNOTE-240",2228,"Pembrolizumab monotherapy","3199","Regimen variant #1 q3wk",657,"Non-curative subsequent-line therapy","1874"
"3113","1.3199.1414.1874","",1,"Pembrolizumab monotherapy","3199","Regimen variant #2 q6wk",1414,"Non-curative subsequent-line therapy","1874"
"3114","3274.18539.1.1874","REACH-HCC|REACH-2",3274,"Ramucirumab monotherapy","18539","normal",1,"Non-curative subsequent-line therapy","1874"
"3115","3313.11801.1.1874","RESORCE",3313,"Regorafenib monotherapy","11801","normal",1,"Non-curative subsequent-line therapy","1874"
"3116","1959.1602.1.1874","IMbrave251",1959,"Sorafenib monotherapy","1602","normal",1,"Non-curative subsequent-line therapy","1874"
"3117","1803.3342.1.2618","HERBY",1803,"Temozolomide and RT","3342","normal",1,"Adjuvant therapy","2618"
"3118","2866.1519.638.2648","Nicholson et al. 2007|Nicholson et al. 2007",2866,"Temozolomide monotherapy","1519","Regimen variant #1 no radiation history",638,"Non-curative therapy","2648"
"3119","2866.1519.1395.2648","Nicholson et al. 2007|Nicholson et al. 2007",2866,"Temozolomide monotherapy","1519","Regimen variant #2 previous craniospinal irradiation (CSI)",1395,"Non-curative therapy","2648"
"3120","2380.12242.1.813","LMB86",2380,"CVP","12242","normal",1,"Induction therapy","813"
"3121","163.3469.1.10860","AMC010",163,"CHOP","3469","normal",1,"Upfront therapy","10860"
"3122","4061.10595.1.10860","Wang et al. 2003",4061,"CODOX-M","10595","normal",1,"Upfront therapy","10860"
"3123","19.10608.1.10860","77-04|Wang et al. 2003",19,"CODOX-M/IVAC","10608","normal",1,"Upfront therapy","10860"
"3124","2710.21101.1.10860","MRC/NCRI LY10",2710,"dmCODOX-M - Modified Magrath","21101","normal",1,"Upfront therapy","10860"
"3125","2710.21102.1.10860","MRC/NCRI LY10",2710,"dmCODOX-M/IVAC - Modified Magrath","21102","normal",1,"Upfront therapy","10860"
"3126","2378.21103.1.10860","Little et al. 2003",2378,"EPOCH, dose-escalated","21103","normal",1,"Upfront therapy","10860"
"3127","3661.3174.296.1526","Spina et al. 2002",3661,"Radiation therapy","3174","Regimen variant #1 36 Gy of IFRT",296,"Consolidation after upfront therapy","1526"
"3128","163.3174.1049.1526","AMC010",163,"Radiation therapy","3174","Regimen variant #2 40 Gy of IFRT",1049,"Consolidation after upfront therapy","1526"
"3129","163.810.1.1526","AMC010",163,"Rituximab monotherapy","810","normal",1,"Consolidation after upfront therapy","1526"
"3130","3272.2885.1.1840","Re et al. 2003|BMT CTN 0803/AMC 071",3272,"BEAM","2885","normal",1,"Consolidation after salvage therapy","1840"
"3131","3140.22979.997.813","POG P9425|POG P9425",3140,"ABVE-PC","22979","Regimen variant #2 3 cycles with response adaptation",997,"Induction therapy","813"
"3132","3140.22979.1906.813","POG P9425|POG P9425",3140,"ABVE-PC","22979","Regimen variant #4 5 cycles",1906,"Induction therapy","813"
"3133","2073.23075.38.813","JCOG 8905|GHSG HD9|GHSG HD9elderly",2073,"COPP/ABVD","23075","Protocol variant #3 10 cycles",38,"Induction therapy","813"
"3134","3793.23492.1.813","SWOG S9133",3793,"Doxorubicin and Vinblastine","23492","normal",1,"Induction therapy","813"
"3135","1698.23000.1.813","GPOH-HD-2002",1698,"OPPA","23000","normal",1,"Induction therapy","813"
"3136","3141.9725.1.813","POG P9426",3141,"ABVE","9725","normal",1,"Induction therapy","813"
"3137","4155.22860.1798.813","Young et al. 1973a|Kolygin 1976",4155,"MOPP","22860","Regimen variant #3 uncapped vincristine",1798,"Induction therapy","813"
"3138","1699.16961.180.1526","GPOH-HD-2002|GPOH-HD-2002",1699,"C-MOPP","16961","Regimen variant #1 2 cycles",180,"Consolidation after upfront therapy","1526"
"3139","1699.16961.1036.1526","GPOH-HD-2002|GPOH-HD-2002",1699,"C-MOPP","16961","Regimen variant #2 4 cycles",1036,"Consolidation after upfront therapy","1526"
"3140","1699.22994.181.1526","GPOH-HD-2002|GPOH-HD-2002",1699,"COPDAC","22994","Regimen variant #1 2 cycles 2",181,"Consolidation after upfront therapy","1526"
"3141","1699.22994.1037.1526","GPOH-HD-2002|GPOH-HD-2002",1699,"COPDAC","22994","Regimen variant #2 4 cycles 2",1037,"Consolidation after upfront therapy","1526"
"3142","755.1967.1.1874","CLBH589E2214",755,"Panobinostat monotherapy","1967","normal",1,"Non-curative subsequent-line therapy","1874"
"3143","2568.23684.1.1874","MDACC 2009-0729",2568,"Sirolimus and Vorinostat","23684","normal",1,"Non-curative subsequent-line therapy","1874"
"3144","3491.22450.1.813","Savage et al. 2011|Xing et al. 2014",3491,"ABVD","22450","normal",1,"Induction therapy","813"
"3145","3564.1579.1.813","Shankar et al. 2011",3564,"CVP (Vinblastine/Prednisolone)","1579","normal",1,"Induction therapy","813"
"3146","1337.15921.1.813","Fanale et al. 2017",1337,"R-CHOP","15921","normal",1,"Induction therapy","813"
"3147","3296.810.1.813","Rehwald et al. 2003|Ekstrand et al. 2003|U2082N|GHSG RIPL",3296,"Rituximab monotherapy","810","normal",1,"Induction therapy","813"
"3148","3957.810.1.1901","U2082N",3957,"Rituximab monotherapy","810","normal",1,"Maintenance after upfront therapy","1901"
"3149","785.22979.1.10860","COG AHOD1331",785,"ABVE-PC","22979","normal",1,"Upfront therapy","10860"
"3150","785.13998.1.10860","COG AHOD1331",785,"Bv-AVEPC","13998","normal",1,"Upfront therapy","10860"
"3151","784.22979.1.10860","COG AHOD0031",784,"ABVE-PC","22979","normal",1,"Upfront therapy","10860"
"3152","784.17307.1.10860","COG AHOD0031",784,"DECA","17307","normal",1,"Upfront therapy","10860"
"3153","1698.999.1.10860","GPOH-HD-2002",1698,"OEPA (GPOD-HD-2002)","999","normal",1,"Upfront therapy","10860"
"3154","651.3174.1.1526","CCG 5942|POG P9425|COG AHOD0031",651,"Radiation therapy","3174","normal",1,"Consolidation after upfront therapy","1526"
"3155","1571.22450.180.813","GHSG HD7|GHSG HD10|GHSG HD13|GHSG HD16|GHSG HD10",1571,"ABVD","22450","Regimen variant #1 2 cycles",180,"Induction therapy","813"
"3156","1264.22450.926.813","EORTC/LYSA/FIL H10 F|CALGB 50604",1264,"ABVD","22450","Regimen variant #2 2 cycles with response adaptation",926,"Induction therapy","813"
"3157","3981.22450.1588.813","UK NCRI RAPID",3981,"ABVD","22450","Regimen variant #3 3 cycles with response adaptation",1588,"Induction therapy","813"
"3158","1557.22450.1896.813","GHSG HD10|Bonadonna et al. 2004|NCIC-CTG/ECOG HD.6|GHSG HD10",1557,"ABVD","22450","Regimen variant #4 4 cycles",1896,"Induction therapy","813"
"3159","1563.22532.1.813","GHSG HD13",1563,"AVD","22532","normal",1,"Induction therapy","813"
"3160","1202.22533.1.813","EORTC-GELA H8-F",1202,"MOPP-ABV","22533","normal",1,"Induction therapy","813"
"3161","2811.3174.292.813","NCIC-CTG/ECOG HD.6",2811,"Radiation therapy","3174","Regimen variant #1 35 Gy of subtotal nodal irradiation (STNI)",292,"Induction therapy","813"
"3162","1202.3174.1027.813","EORTC-GELA H8-F",1202,"Radiation therapy","3174","Regimen variant #2 36 Gy of STNI + 4 Gy boost",1027,"Induction therapy","813"
"3163","1849.3174.1619.813","Horning et al. 1988",1849,"Radiation therapy","3174","Regimen variant #3 40 to 44 Gy of subtotal lymphoid irradiation (STLI)",1619,"Induction therapy","813"
"3164","1459.21163.1.813","G4",1459,"Stanford V","21163","normal",1,"Induction therapy","813"
"3165","2812.22450.181.813","NCIC-CTG/ECOG HD.6|NCIC-CTG/ECOG HD.6",2812,"ABVD","22450","Regimen variant #1 2 cycles 2",181,"Induction therapy","813"
"3166","1265.22450.927.813","EORTC/LYSA/FIL H10 U",1265,"ABVD","22450","Regimen variant #2 2 cycles with response adaptation 2",927,"Induction therapy","813"
"3167","2813.22450.1608.813","NCIC-CTG/ECOG HD.6|NCIC-CTG/ECOG HD.6|GHSG HD11|GHSG HD14|GHSG HD17",2813,"ABVD","22450","Regimen variant #3 4 cycles",1608,"Induction therapy","813"
"3168","1259.22450.1922.813","EORTC H6U|Straus et al. 2004|ECOG E2496",1259,"ABVD","22450","Regimen variant #4 6 to 8 cycles",1922,"Induction therapy","813"
"3169","2725.22609.1.813","MSK 13-034",2725,"A-AVD","22609","normal",1,"Induction therapy","813"
"3170","1560.22616.1.813","GHSG HD11",1560,"BEACOPP","22616","normal",1,"Induction therapy","813"
"3171","1564.22459.1.813","GHSG HD14|GHSG HD17",1564,"eBEACOPP","22459","normal",1,"Induction therapy","813"
"3172","1206.22617.1.813","EORTC-GELA H9-F",1206,"EBVP","22617","normal",1,"Induction therapy","813"
"3173","1203.22533.304.813","EORTC-GELA H8-U|EORTC-GELA H8-U",1203,"MOPP-ABV","22533","Regimen variant #1 4 cycles",304,"Induction therapy","813"
"3174","1205.22533.1129.813","EORTC-GELA H8-U|EORTC H7-U|EORTC-GELA H8-U",1205,"MOPP-ABV","22533","Regimen variant #2 6 cycles",1129,"Induction therapy","813"
"3175","2034.22633.1.813","J0615",2034,"RABVD","22633","normal",1,"Induction therapy","813"
"3176","1094.21163.1.813","ECOG E2496",1094,"Stanford V","21163","normal",1,"Induction therapy","813"
"3177","3254.22450.184.813","RATHL|HD0801|GITIL/FIL HD 0607|SWOG S0816|RATHL|HD0801|GITIL/FIL HD 0607|SWOG S0816",3254,"ABVD","22450","Regimen variant #1 2 cycles with response adaptation",184,"Induction therapy","813"
"3178","3253.22450.1130.813","RATHL|HD0801|GITIL/FIL HD 0607|SWOG S0816|GITIL HD9601|GITIL/FIL HD2000|RATHL|HD0801|GITIL/FIL HD 0607|SWOG S0816|ECHELON-1",3253,"ABVD","22450","Regimen variant #2 6 cycles 2",1130,"Induction therapy","813"
"3179","416.22450.1711.813","Bonadonna et al. 1975|Santoro et al. 1987|CALGB 8251|CALGB-8952|UKLG LY09|BNLI STANFORDV|ECOG E2496|GSM-HD|EORTC 20012|LYSA H34",416,"ABVD","22450","Regimen variant #3 8 cycles (ABVD8)",1711,"Induction therapy","813"
"3180","3436.22776.1.813","Russo et al. 2014",3436,"ABVD, DD-DI","22776","normal",1,"Induction therapy","813"
"3181","3252.22532.1.813","RATHL",3252,"AVD","22532","normal",1,"Induction therapy","813"
"3182","3556.22609.1.813","SGN35-009|ECHELON-1",3556,"A-AVD","22609","normal",1,"Induction therapy","813"
"3183","1561.22616.305.813","GHSG HD12|GSM-HD|EORTC 20012|LYSA H34",1561,"BEACOPP","22616","Regimen variant #1 4 cycles 2",305,"Induction therapy","813"
"3184","988.22616.1232.813","Diehl et al. 1997|GHSG HD9",988,"BEACOPP","22616","Regimen variant #2 8 cycles",1232,"Induction therapy","813"
"3185","3588.22657.1.813","Sieber et al. 2003|GHSG HD15",3588,"BEACOPP-14","22657","normal",1,"Induction therapy","813"
"3186","1568.22459.185.813","GHSG HD18|GHSG HD18|GHSG HD18|GHSG HD18",1568,"eBEACOPP","22459","Regimen variant #1 2 cycles with response adaptation 2",185,"Induction therapy","813"
"3187","1566.22459.1036.813","GHSG HD18|GHSG HD12|GSM-HD|EORTC 20012|LYSA H34|GHSG HD18|GHSG HD18|GHSG HD12|GHSG HD18",1566,"eBEACOPP","22459","Regimen variant #2 4 cycles",1036,"Induction therapy","813"
"3188","1567.22459.1658.813","GHSG HD18|GHSG HD18|GHSG HD15|GHSG HD18|AHL2011|GHSG HD15|GHSG HD18",1567,"eBEACOPP","22459","Regimen variant #3 6 cycles",1658,"Induction therapy","813"
"3189","1565.22459.1954.813","GHSG HD18|GHSG HD12|GHSG HD18|GHSG HD15|GHSG HD18|GHSG HD9|GHSG HD12|GHSG HD15|GHSG HD18",1565,"eBEACOPP","22459","Regimen variant #4 8 cycles",1954,"Induction therapy","813"
"3190","2683.22853.1.813","Montoto et al. 2000",2683,"C-MOPP/ABV","22853","normal",1,"Induction therapy","813"
"3191","3633.22860.504.813","Somers et al. 1994",3633,"MOPP","22860","Regimen variant #1 8 cycles prednisone 25 mg/m2",504,"Induction therapy","813"
"3192","561.22860.1294.813","CALGB 8251",561,"MOPP","22860","Regimen variant #2 capped vincristine",1294,"Induction therapy","813"
"3193","962.22860.1798.813","Devita et al. 1970|Stutzman and Glidewell 1973|Cooper et al. 1980|Bonadonna et al. 1975|Santoro et al. 1982|Santoro et al. 1987|Longo et al. 1991a",962,"MOPP","22860","Regimen variant #3 uncapped vincristine",1798,"Induction therapy","813"
"3194","2106.22860.1969.813","Jelliffe 1976|Hancock 1986",2106,"MOPP","22860","Regimen variant #4 BNLI variant",1969,"Induction therapy","813"
"3195","2258.22533.1.813","Klimo and Connors 1985|NCIC-CTG HD4|Glick et al. 1998|CALGB-8952|EORTC 20884",2258,"MOPP-ABV","22533","normal",1,"Induction therapy","813"
"3196","2585.22633.48.813","MDACC ID00-218",2585,"RABVD","22633","Regimen variant #1",48,"Induction therapy","813"
"3197","2034.22633.778.813","J0615",2034,"RABVD","22633","Regimen variant #2",778,"Induction therapy","813"
"3198","334.21163.1.813","Bartlett et al. 1995|ECOG E1492|BNLI STANFORDV|ECOG E2496",334,"Stanford V","21163","normal",1,"Induction therapy","813"
"3199","1573.22616.1.813","GHSG HD9elderly",1573,"BEACOPP","22616","normal",1,"Induction therapy","813"
"3200","3558.3478.682.813","SGN35-015|SGN35-015",3558,"Brentuximab vedotin monotherapy","3478","Regimen variant #1 standard-dose",682,"Induction therapy","813"
"3201","3558.3478.1416.813","SGN35-015|SGN35-015",3558,"Brentuximab vedotin monotherapy","3478","Regimen variant #2 reduced-dose",1416,"Induction therapy","813"
"3202","3558.23013.685.813","SGN35-015|SGN35-015",3558,"Brentuximab vedotin and Dacarbazine","23013","Regimen variant #1 standard-dose 2",685,"Induction therapy","813"
"3203","3558.23013.1417.813","SGN35-015|SGN35-015",3558,"Brentuximab vedotin and Dacarbazine","23013","Regimen variant #2 reduced-dose 2",1417,"Induction therapy","813"
"3204","179.23020.1.813","Anderson 1995",179,"ChlVPP","23020","normal",1,"Induction therapy","813"
"3205","3234.23028.1.813","Radford et al. 1995|Radford et al. 2002",3234,"ChlVPP/EVA","23028","normal",1,"Induction therapy","813"
"3206","3206.23041.1.813","PVAG elderly",3206,"PVAG","23041","normal",1,"Induction therapy","813"
"3207","2357.23048.1.813","Levis et al. 2004|Zallio et al. 2016",2357,"VEPEMB","23048","normal",1,"Induction therapy","813"
"3208","1559.3174.200.1526","GHSG HD10|GHSG HD11|GHSG HD10|GHSG HD11",1559,"Radiation therapy","3174","Regimen variant #1 20 Gy of involved field RT (IFRT)",200,"Consolidation after upfront therapy","1526"
"3209","1228.3174.1571.1526","EORTC 20884|EORTC 20884",1228,"Radiation therapy","3174","Regimen variant #3 24 Gy of IFRT",1571,"Consolidation after upfront therapy","1526"
"3210","1558.3174.1886.1526","GHSG HD10|GHSG HD11|EORTC 20884|EORTC 20884|GHSG HD8|GHSG HD10|GHSG HD11|G4|GHSG HD14|GHSG HD13|UK NCRI RAPID|GHSG HD17|GHSG HD8",1558,"Radiation therapy","3174","Regimen variant #4 30 Gy of IFRT",1886,"Consolidation after upfront therapy","1526"
"3211","1562.3174.2048.1526","GHSG HD12|MSK 13-034",1562,"Radiation therapy","3174","Regimen variant #5 30 Gy of involved site RT (ISRT)",2048,"Consolidation after upfront therapy","1526"
"3212","1263.3174.2139.1526","EORTC/LYSA/FIL H10",1263,"Radiation therapy","3174","Regimen variant #6 30 Gy of involved node RT (INRT) + 6 Gy boost",2139,"Consolidation after upfront therapy","1526"
"3213","1572.3174.2199.1526","GHSG HD8|GHSG HD8|GHSG HD7",1572,"Radiation therapy","3174","Regimen variant #7 30 Gy of extended-field RT (EFRT) + 10 Gy boost",2199,"Consolidation after upfront therapy","1526"
"3214","2811.3174.2240.1526","NCIC-CTG/ECOG HD.6",2811,"Radiation therapy","3174","Regimen variant #8 35 Gy of subtotal nodal irradiation (STNI)",2240,"Consolidation after upfront therapy","1526"
"3215","419.3174.2267.1526","Bonadonna et al. 2004|EORTC-GELA H8-F|EORTC-GELA H8-U|ECOG E2496|Bonadonna et al. 2004|EORTC-GELA H8-U|Bonadonna et al. 2004|EORTC-GELA H8-F|EORTC-GELA H8-U|Bonadonna et al. 2004",419,"Radiation therapy","3174","Regimen variant #9 36 Gy of IFRT",2267,"Consolidation after upfront therapy","1526"
"3216","417.3174.732.1526","Bonadonna et al. 2004|Bonadonna et al. 2004|Bonadonna et al. 2004|Bonadonna et al. 2004",417,"Radiation therapy","3174","Regimen variant #10 36 Gy of STNI",732,"Consolidation after upfront therapy","1526"
"3217","1204.3174.746.1526","EORTC-GELA H8-U|EORTC-GELA H8-U|EORTC-GELA H8-U",1204,"Radiation therapy","3174","Regimen variant #11 36 Gy of STNI + 4 Gy boost",746,"Consolidation after upfront therapy","1526"
"3218","418.3174.754.1526","Bonadonna et al. 2004|EORTC-GELA H8-F|EORTC-GELA H8-U|Bonadonna et al. 2004|EORTC-GELA H8-U|Bonadonna et al. 2004|EORTC-GELA H8-F|EORTC-GELA H8-U|Bonadonna et al. 2004",418,"Radiation therapy","3174","Regimen variant #12 40 Gy of IFRT",754,"Consolidation after upfront therapy","1526"
"3219","417.3174.760.1526","Bonadonna et al. 2004|Bonadonna et al. 2004|Bonadonna et al. 2004|Bonadonna et al. 2004",417,"Radiation therapy","3174","Regimen variant #13 40 Gy of STNI",760,"Consolidation after upfront therapy","1526"
"3220","3981.22450.1.2648","UK NCRI RAPID",3981,"ABVD","22450","normal",1,"Non-curative therapy","2648"
"3221","3252.1106.1.2648","RATHL",3252,"BEACOPP-14 (Prednisolone)","1106","normal",1,"Non-curative therapy","2648"
"3222","1607.22616.1.2648","GITIL/FIL HD 0607",1607,"BEACOPP","22616","normal",1,"Non-curative therapy","2648"
"3223","1263.22459.182.2648","EORTC/LYSA/FIL H10",1263,"eBEACOPP","22459","Regimen variant #1 2 cycles 3",182,"Non-curative therapy","2648"
"3224","1570.22459.1037.2648","GHSG HD18|GITIL/FIL HD 0607|GHSG HD18",1570,"eBEACOPP","22459","Regimen variant #2 4 cycles 2",1037,"Non-curative therapy","2648"
"3225","1569.22459.1659.2648","GHSG HD18|GHSG HD18|SWOG S0816",1569,"eBEACOPP","22459","Regimen variant #3 6 cycles 2",1659,"Non-curative therapy","2648"
"3226","3252.1755.1.2648","RATHL",3252,"eBEACOPP (Prednisolone)","1755","normal",1,"Non-curative therapy","2648"
"3227","2973.23102.1.2648","ONC-2010-002",2973,"BeGEV","23102","normal",1,"Non-curative therapy","2648"
"3228","2720.4300.1.2648","MSK 08-041",2720,"Bendamustine monotherapy","4300","normal",1,"Non-curative therapy","2648"
