"","conditionCode","contextCode","regCode","variant","regCodeExt","regString","shortString"
"4367",151,187,2294,2,"151.187.2294.2","1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;","1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Bortezomib;0.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;"
"4369",151,187,2295,1,"151.187.2295.1","8.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;8.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;","8.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;1.Lenalidomide;0.Vorinostat;"
"4371",152,67,2306,1,"152.67.2306.1","0.Bortezomib;3.Bortezomib;0.Pegylatedliposomaldoxorubicin;18.Bortezomib;0.Cyclophosphamide;3.Bortezomib;18.Bortezomib;3.Bortezomib;0.Pegylatedliposomaldoxorubicin;18.Bortezomib;0.Cyclophosphamide;3.Bortezomib;","0.Bortezomib;3.Bortezomib;0.Pegylatedliposomaldoxorubicin;18.Bortezomib;0.Cyclophosphamide;3.Bortezomib;18.Bortezomib;3.Bortezomib;0.Pegylatedliposomaldoxorubicin;18.Bortezomib;0.Cyclophosphamide;3.Bortezomib;"
"4374",155,172,2309,1,"155.172.2309.1","3.Alemtuzumab;2.Alemtuzumab;2.Alemtuzumab;3.Alemtuzumab;2.Alemtuzumab;2.Alemtuzumab;","3.Alemtuzumab;2.Alemtuzumab;2.Alemtuzumab;"
"4376",155,195,2307,1,"155.195.2307.1","14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;","14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;"
"4379",155,195,2307,2,"155.195.2307.2","0.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;","0.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;14.Cyclophosphamide;0.Doxorubicin;0.Vincristine;"
"4384",155,195,2308,1,"155.195.2308.1","12.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Doxorubicin;0.Ranimustine;7.Carboplatin;0.Etoposide;0.Vindesine;1.Etoposide;1.Etoposide;12.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Doxorubicin;0.Ranimustine;7.Carboplatin;0.Etoposide;0.Vindesine;1.Etoposide;1.Etoposide;","12.Cyclophosphamide;0.Doxorubicin;0.Vincristine;7.Doxorubicin;0.Ranimustine;7.Carboplatin;0.Etoposide;0.Vindesine;1.Etoposide;1.Etoposide;"
"4391",155,195,2308,2,"155.195.2308.2","0.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;28.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;28.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;","0.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;28.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;28.Cyclophosphamide;0.Cytarabine;0.Doxorubicin;0.Methotrexate;0.Vincristine;28.Cyclophosphamide;0.Doxorubicin;0.Vincristine;"
"4403",156,184,2317,2,"156.184.2317.2","20.Cisplatin;1.Cisplatin;0.Cytarabine;20.Cisplatin;1.Cisplatin;0.Cytarabine;","20.Cisplatin;1.Cisplatin;0.Cytarabine;"
"4407",156,195,2311,1,"156.195.2311.1","21.Brentuximabvedotin;0.Cyclophosphamide;0.Doxorubicin;21.Brentuximabvedotin;0.Cyclophosphamide;0.Doxorubicin;","21.Brentuximabvedotin;0.Cyclophosphamide;0.Doxorubicin;"
"4410",156,195,2312,1,"156.195.2312.1","12.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;12.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;","12.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;"
"4414",156,195,2313,1,"156.195.2313.1","19.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;19.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;","19.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;1.Etoposide;1.Etoposide;"
"4425",156,195,2315,2,"156.195.2315.2","17.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;17.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;","17.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Doxorubicin;0.Etoposide;0.Vincristine;1.Cyclophosphamide;0.Doxorubicin;0.Etoposide;0.Vincristine;"
"4433",157,172,2321,1,"157.172.2321.1","17.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;17.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;","17.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;1.Belinostat;"
"4435",157,172,2323,1,"157.172.2323.1","1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;","1.Bexarotene;1.Bexarotene;"
"4436",157,172,2324,1,"157.172.2324.1","1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;","1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;0.Pralatrexate;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;1.Bexarotene;"
"4438",157,172,2325,1,"157.172.2325.1","17.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;17.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;","17.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;1.Denileukindiftitox;"
"4440",157,172,2327,1,"157.172.2327.1","7.Methotrexate;7.Methotrexate;7.Methotrexate;7.Methotrexate;7.Methotrexate;7.Methotrexate;7.Methotrexate;7.Methotrexate;","7.Methotrexate;7.Methotrexate;"
"4441",157,172,2328,1,"157.172.2328.1","7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;7.Mogamulizumab;","7.Mogamulizumab;7.Mogamulizumab;"
"4442",157,172,2328,2,"157.172.2328.2","14.Mogamulizumab;14.Mogamulizumab;14.Mogamulizumab;14.Mogamulizumab;","14.Mogamulizumab;14.Mogamulizumab;"
"4443",157,172,2329,1,"157.172.2329.1","14.Pralatrexate;7.Pralatrexate;7.Pralatrexate;14.Pralatrexate;7.Pralatrexate;7.Pralatrexate;","14.Pralatrexate;7.Pralatrexate;7.Pralatrexate;"
"4444",157,172,2330,1,"157.172.2330.1","14.Romidepsin;7.Romidepsin;7.Romidepsin;14.Romidepsin;7.Romidepsin;7.Romidepsin;","14.Romidepsin;7.Romidepsin;7.Romidepsin;"
"4445",157,172,2331,1,"157.172.2331.1","1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;1.Vorinostat;","1.Vorinostat;1.Vorinostat;"
"4446",157,207,2320,1,"157.207.2320.1","3.Methoxsalen;2.Methoxsalen;2.Methoxsalen;3.Methoxsalen;2.Methoxsalen;2.Methoxsalen;","3.Methoxsalen;2.Methoxsalen;2.Methoxsalen;"
"4447",158,172,2340,1,"158.172.2340.1","17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;","17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;"
"4449",158,195,2332,1,"158.195.2332.1","7.Cisplatin;7.Cisplatin;7.Cisplatin;7.Cisplatin;7.Cisplatin;7.Cisplatin;7.Cisplatin;7.Cisplatin;","7.Cisplatin;7.Cisplatin;"
"4450",158,195,2333,1,"158.195.2333.1","25.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;25.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;","25.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Cisplatin;0.Etoposide;1.Etoposide;"
"4452",158,195,2334,1,"158.195.2334.1","19.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;19.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;","19.Carboplatin;0.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;"
"4455",158,195,2335,1,"158.195.2335.1","14.Asparaginase;0.Gemcitabine;0.Oxaliplatin;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Gemcitabine;14.Asparaginase;0.Gemcitabine;0.Oxaliplatin;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Gemcitabine;","14.Asparaginase;0.Gemcitabine;0.Oxaliplatin;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Gemcitabine;"
"4458",158,195,2336,1,"158.195.2336.1","0.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;63.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;","0.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;63.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;17.Asparaginase;0.Vincristine;1.Asparaginase;1.Asparaginase;1.Asparaginase;1.Asparaginase;"
"4464",158,195,2337,1,"158.195.2337.1","17.Methotrexate;1.Etoposide;1.Etoposide;1.Etoposide;1.Pegaspargase;17.Methotrexate;1.Etoposide;1.Etoposide;1.Etoposide;1.Pegaspargase;","17.Methotrexate;1.Etoposide;1.Etoposide;1.Etoposide;1.Pegaspargase;"
"4467",158,195,2338,1,"158.195.2338.1","9.Methotrexate;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;4.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;","9.Methotrexate;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;1.Etoposide;0.Ifosfamide;4.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;2.Asparaginase;"
"4471",158,44,2339,1,"158.44.2339.1","19.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;19.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;","19.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;1.Cisplatin;0.Etoposide;0.Ifosfamide;"
"4475",16,169,388,1,"16.169.388.1","1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;"
"4478",16,169,390,1,"16.169.390.1","1.Doxorubicin;0.Mitotane;1.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Doxorubicin;0.Mitotane;1.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Doxorubicin;0.Mitotane;1.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Cisplatin;0.Etoposide;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;"
"4482",16,169,390,2,"16.169.390.2","1.Cisplatin;0.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Cisplatin;0.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Cisplatin;0.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Etoposide;0.Mitotane;1.Doxorubicin;0.Mitotane;1.Cisplatin;0.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;"
"4486",16,169,391,1,"16.169.391.1","1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;"
"4488",16,169,391,2,"16.169.391.2","1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Mitotane;0.Streptozocin;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;"
"4490",16,4,386,1,"16.4.386.1","1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;1.Mitotane;","1.Mitotane;1.Mitotane;"
"4491",16,4,387,1,"16.4.387.1","0.Streptozocin;1.Streptozocin;1.Streptozocin;1.Streptozocin;1.Streptozocin;","0.Streptozocin;1.Streptozocin;1.Streptozocin;1.Streptozocin;1.Streptozocin;"
