"","regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"422","93.53.1379.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Neoadjuvant therapy",53,"Cisplatin, Pemetrexed, Nivolumab",1,1379,"Nivolumab","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Nivolumab;0.Pemetrexed;21.Cisplatin;0.Nivolumab;0.Pemetrexed;","21.Cisplatin;0.Nivolumab;0.Pemetrexed;"
"423","93.53.1379.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Neoadjuvant therapy",53,"Cisplatin, Pemetrexed, Nivolumab",1,1379,"Pemetrexed","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Nivolumab;0.Pemetrexed;21.Cisplatin;0.Nivolumab;0.Pemetrexed;","21.Cisplatin;0.Nivolumab;0.Pemetrexed;"
"424","93.53.1380.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Adjuvant therapy",53,"Cisplatin & Pemetrexed",1,1380,"Cisplatin","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"425","93.53.1380.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Adjuvant therapy",53,"Cisplatin & Pemetrexed",1,1380,"Pemetrexed","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"426","93.53.1381.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Adjuvant therapy",53,"Cisplatin & Vinorelbine (CVb)",1,1381,"Cisplatin","1","",21,3,"","",FALSE,"4","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"427","93.53.1381.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Adjuvant therapy",53,"Cisplatin & Vinorelbine (CVb)",1,1381,"Vinorelbine","1,8","",21,3,"","",FALSE,"4","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"428","93.53.1382.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Adjuvant therapy",53,"Tegafur and uracil monotherapy",1,1382,"Tegafur and uracil","1, 2, 3, 4, 5, 6, 7","",7,3,"","",TRUE,"Cont.","1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;","1.Tegafuranduracil;1.Tegafuranduracil;"
"429","93.53.1383.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Definitive therapy for locally advanced disease",53,"Cisplatin, Etoposide, RT",1,1383,"Cisplatin","1,8","",42,3,"","X",TRUE,"Cont.","35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"430","93.53.1383.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Definitive therapy for locally advanced disease",53,"Cisplatin, Etoposide, RT",1,1383,"Etoposide","1, 2, 3, 4, 5","",42,3,"","X",TRUE,"Cont.","35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"431","93.53.1384.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP)",1,1384,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"432","93.53.1384.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP)",1,1384,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"433","93.53.1385.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin & Etoposide (EP)",1,1385,"Cisplatin","1,8","",28,3,"","",TRUE,"Cont.","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"434","93.53.1385.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin & Etoposide (EP)",1,1385,"Etoposide","1, 2, 3, 4, 5","",28,3,"","",TRUE,"Cont.","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","21.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;"
"435","93.53.1386.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin & Vinorelbine (CVb)",1,1386,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"436","93.53.1386.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin & Vinorelbine (CVb)",1,1386,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"437","93.53.1387.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"ABCP",1,1387,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"438","93.53.1387.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"ABCP",1,1387,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"439","93.53.1387.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"ABCP",1,1387,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"440","93.53.1387.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"ABCP",1,1387,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"441","93.53.1388.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Atezolizumab monotherapy",1,1388,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;21.Atezolizumab;","21.Atezolizumab;21.Atezolizumab;"
"442","93.53.1389.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Docetaxel",1,1389,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"443","93.53.1389.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Docetaxel",1,1389,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"444","93.53.1390.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Gemcitabine (GCb)",1,1390,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","28.Carboplatin;0.Gemcitabine;28.Carboplatin;0.Gemcitabine;","28.Carboplatin;0.Gemcitabine;"
"445","93.53.1390.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Gemcitabine (GCb)",1,1390,"Gemcitabine","1","",28,3,"","",TRUE,"Cont.","28.Carboplatin;0.Gemcitabine;28.Carboplatin;0.Gemcitabine;","28.Carboplatin;0.Gemcitabine;"
"446","93.53.1391.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, nab-Paclitaxel, Atezolizumab",1,1391,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"447","93.53.1391.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, nab-Paclitaxel, Atezolizumab",1,1391,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"448","93.53.1391.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, nab-Paclitaxel, Atezolizumab",1,1391,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",21,3,"","",TRUE,"Cont.","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.Atezolizumab;0.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;"
"449","93.53.1392.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel",1,1392,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"450","93.53.1392.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel",1,1392,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Paclitaxel;21.Carboplatin;0.Paclitaxel;","21.Carboplatin;0.Paclitaxel;"
"451","93.53.1393.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1393,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"452","93.53.1393.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1393,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"453","93.53.1393.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP) & Bevacizumab",1,1393,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Paclitaxel;"
"454","93.53.1394.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP), Bevacizumab, Nivolumab",1,1394,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;"
"455","93.53.1394.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP), Bevacizumab, Nivolumab",1,1394,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;"
"456","93.53.1394.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP), Bevacizumab, Nivolumab",1,1394,"Nivolumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;"
"457","93.53.1394.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP), Bevacizumab, Nivolumab",1,1394,"Paclitaxel","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;"
"458","93.53.1395.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Pemetrexed",1,1395,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"459","93.53.1395.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Pemetrexed",1,1395,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"460","93.53.1396.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Atezolizumab",1,1396,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;21.Atezolizumab;0.Carboplatin;0.Pemetrexed;","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;"
"461","93.53.1396.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Atezolizumab",1,1396,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;21.Atezolizumab;0.Carboplatin;0.Pemetrexed;","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;"
"462","93.53.1396.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Atezolizumab",1,1396,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;21.Atezolizumab;0.Carboplatin;0.Pemetrexed;","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;"
"463","93.53.1397.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Bevacizumab",1,1397,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;21.Bevacizumab;0.Carboplatin;0.Pemetrexed;","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;"
"464","93.53.1397.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Bevacizumab",1,1397,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;21.Bevacizumab;0.Carboplatin;0.Pemetrexed;","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;"
"465","93.53.1397.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Bevacizumab",1,1397,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;21.Bevacizumab;0.Carboplatin;0.Pemetrexed;","21.Bevacizumab;0.Carboplatin;0.Pemetrexed;"
"466","93.53.1398.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Cemiplimab",1,1398,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;21.Carboplatin;0.Cemiplimab;0.Pemetrexed;","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;"
"467","93.53.1398.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Cemiplimab",1,1398,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;21.Carboplatin;0.Cemiplimab;0.Pemetrexed;","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;"
"468","93.53.1398.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Cemiplimab",1,1398,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;21.Carboplatin;0.Cemiplimab;0.Pemetrexed;","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;"
"469","93.53.1399.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1399,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;"
"470","93.53.1399.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1399,"Ipilimumab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;"
"471","93.53.1399.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1399,"Nivolumab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;"
"472","93.53.1399.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1399,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;"
"473","93.53.1400.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Pembrolizumab",1,1400,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;"
"474","93.53.1400.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Pembrolizumab",1,1400,"Pembrolizumab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;"
"475","93.53.1400.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Pembrolizumab",1,1400,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;"
"476","93.53.1401.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sintilimab",1,1401,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sintilimab;21.Carboplatin;0.Pemetrexed;0.Sintilimab;","21.Carboplatin;0.Pemetrexed;0.Sintilimab;"
"477","93.53.1401.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sintilimab",1,1401,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sintilimab;21.Carboplatin;0.Pemetrexed;0.Sintilimab;","21.Carboplatin;0.Pemetrexed;0.Sintilimab;"
"478","93.53.1401.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sintilimab",1,1401,"Sintilimab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sintilimab;21.Carboplatin;0.Pemetrexed;0.Sintilimab;","21.Carboplatin;0.Pemetrexed;0.Sintilimab;"
"479","93.53.1402.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sugemalimab",1,1402,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;21.Carboplatin;0.Pemetrexed;0.Sugemalimab;","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;"
"480","93.53.1402.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sugemalimab",1,1402,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;21.Carboplatin;0.Pemetrexed;0.Sugemalimab;","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;"
"481","93.53.1402.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sugemalimab",1,1402,"Sugemalimab","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;21.Carboplatin;0.Pemetrexed;0.Sugemalimab;","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;"
"482","93.53.1403.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Tislelizumab",1,1403,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Tislelizumab;21.Carboplatin;0.Pemetrexed;0.Tislelizumab;","21.Carboplatin;0.Pemetrexed;0.Tislelizumab;"
