"regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"92.42.1342.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line, elderly or poor performance status",42,"Docetaxel monotherapy",2,1342,"Docetaxel","1,8","",21,3,"","",TRUE,"Cont.","14.Docetaxel;7.Docetaxel;14.Docetaxel;7.Docetaxel;","14.docetaxel;7.docetaxel;"
"92.46.1346.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, first-line, elderly or poor performance status",46,"Vinorelbine monotherapy",1,1346,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","14.Vinorelbine;7.Vinorelbine;14.Vinorelbine;7.Vinorelbine;","14.vinorelbine;7.vinorelbine;"
"92.48.1355.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, second-line",48,"Docetaxel monotherapy",1,1355,"Docetaxel","1,15","",28,3,"","",TRUE,"Cont.","14.Docetaxel;14.Docetaxel;14.Docetaxel;14.Docetaxel;","14.docetaxel;14.docetaxel;"
"92.48.1356.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, second-line",48,"Docetaxel & Ramucirumab",1,1356,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","21.Docetaxel;0.Ramucirumab;21.Docetaxel;0.Ramucirumab;","21.docetaxel;0.ramucirumab;"
"92.48.1357.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, second-line",48,"Docetaxel & V&etanib",1,1357,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","1.Docetaxel;0.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Docetaxel;0.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;1.Vandetanib;","1.docetaxel;0.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;1.vandetanib;"
"92.48.1365.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",48,"Afatinib & Paclitaxel",1,1365,"Afatinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;0.Paclitaxel;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;","1.afatinib;0.paclitaxel;1.afatinib;1.afatinib;1.afatinib;1.afatinib;1.afatinib;1.afatinib;"
"92.49.1368.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",49,"Docetaxel monotherapy",2,1368,"Docetaxel","1,8,15","",21,3,"","",TRUE,"Cont.","7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;7.Docetaxel;","7.docetaxel;7.docetaxel;"
"92.51.1369.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",51,"Docetaxel & Nintedanib",1,1369,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","1.Docetaxel;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Docetaxel;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;","1.docetaxel;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;"
"92.51.1370.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",51,"Docetaxel & Nivolumab",1,1370,"Docetaxel","1","",28,3,"","",TRUE,"Cont.","28.Docetaxel;0.Nivolumab;28.Docetaxel;0.Nivolumab;","28.docetaxel;0.nivolumab;"
"92.53.1374.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",53,"nab-Paclitaxel monotherapy",1,1374,"Paclitaxel, nanoparticle albumin-bound","1,8,15","",21,3,"","",TRUE,"Cont.","7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.paclitaxel;0.nanoparticlealbumin-bound;"
"92.53.1375.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",53,"S-1 monotherapy",1,1375,"Tegafur, gimeracil, oteracil","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",42,3,"","",TRUE,"Cont.","15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","15.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;1.tegafur;0.gimeracil;0.oteracil;"
"92.53.1376.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Advanced or metastatic disease, subsequent lines of therapy",53,"Tislelizumab monotherapy",1,1376,"Tislelizumab","1","",21,3,"","",TRUE,"Cont.","21.Tislelizumab;21.Tislelizumab;","21.tislelizumab;21.tislelizumab;"
"92.7.1296.1","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",7,"Carboplatin & Paclitaxel (CP)",1,1296,"Carboplatin","1,8,15,22,29,36","",42,1,"","X",FALSE,"1","0.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;","0.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;"
"92.8.1296.2","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",8,"Carboplatin & Paclitaxel (CP)",2,1296,"Carboplatin","1,8,15","",21,2,"","X",FALSE,"2","7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;","7.carboplatin;0.paclitaxel;"
"92.9.1296.3","Thoraic Oncology","Non-small cell lung cancer (NSCLC)",92,"Definitive therapy for locally advanced disease",9,"Carboplatin & Paclitaxel (CP)",3,1296,"Carboplatin","1,8,15,22,29,36,43","",49,1,"","X",FALSE,"1","0.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;7.Carboplatin;0.Paclitaxel;","0.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;7.carboplatin;0.paclitaxel;"
"93.53.1379.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Neoadjuvant therapy",53,"Cisplatin, Pemetrexed, Nivolumab",1,1379,"Cisplatin","1","",21,3,"","",FALSE,"3","21.Cisplatin;0.Nivolumab;0.Pemetrexed;21.Cisplatin;0.Nivolumab;0.Pemetrexed;","21.cisplatin;0.nivolumab;0.pemetrexed;"
"93.53.1383.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Definitive therapy for locally advanced disease",53,"Cisplatin & Etoposide (EP)",1,1383,"Cisplatin","1,8","",42,3,"","X",TRUE,"Cont.","35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;35.Cisplatin;0.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;1.Etoposide;3.Cisplatin;","35.cisplatin;0.etoposide;1.etoposide;1.etoposide;1.etoposide;1.etoposide;3.cisplatin;"
"93.53.1387.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"ABCP",1,1387,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;21.Atezolizumab;0.Bevacizumab;0.Carboplatin;0.Paclitaxel;","21.atezolizumab;0.bevacizumab;0.carboplatin;0.paclitaxel;"
"93.53.1390.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Gemcitabine (GCb)",1,1390,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","28.Carboplatin;0.Gemcitabine;28.Carboplatin;0.Gemcitabine;","28.carboplatin;0.gemcitabine;"
"93.53.1394.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP), Bevacizumab, Nivolumab",1,1394,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;21.Bevacizumab;0.Carboplatin;0.Nivolumab;0.Paclitaxel;","21.bevacizumab;0.carboplatin;0.nivolumab;0.paclitaxel;"
"93.53.1396.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Atezolizumab",1,1396,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Carboplatin;0.Pemetrexed;21.Atezolizumab;0.Carboplatin;0.Pemetrexed;","21.atezolizumab;0.carboplatin;0.pemetrexed;"
"93.53.1398.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Cemiplimab",1,1398,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Cemiplimab;0.Pemetrexed;21.Carboplatin;0.Cemiplimab;0.Pemetrexed;","21.carboplatin;0.cemiplimab;0.pemetrexed;"
"93.53.1399.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1399,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Carboplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.carboplatin;0.ipilimumab;0.nivolumab;0.pemetrexed;"
"93.53.1400.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Pembrolizumab",1,1400,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;21.Carboplatin;0.Pembrolizumab;0.Pemetrexed;","21.carboplatin;0.pembrolizumab;0.pemetrexed;"
"93.53.1401.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sintilimab",1,1401,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sintilimab;21.Carboplatin;0.Pemetrexed;0.Sintilimab;","21.carboplatin;0.pemetrexed;0.sintilimab;"
"93.53.1402.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Sugemalimab",1,1402,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Sugemalimab;21.Carboplatin;0.Pemetrexed;0.Sugemalimab;","21.carboplatin;0.pemetrexed;0.sugemalimab;"
"93.53.1403.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Carboplatin, Pemetrexed, Tislelizumab",1,1403,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;0.Tislelizumab;21.Carboplatin;0.Pemetrexed;0.Tislelizumab;","21.carboplatin;0.pemetrexed;0.tislelizumab;"
"93.53.1406.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin & Gemcitabine (GC) & Bevacizumab",1,1406,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","14.Bevacizumab;0.Cisplatin;0.Gemcitabine;7.Gemcitabine;14.Bevacizumab;0.Cisplatin;0.Gemcitabine;7.Gemcitabine;","14.bevacizumab;0.cisplatin;0.gemcitabine;7.gemcitabine;"
"93.53.1408.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Atezolizumab",1,1408,"Atezolizumab","1","",21,3,"","",TRUE,"Cont.","21.Atezolizumab;0.Cisplatin;0.Pemetrexed;21.Atezolizumab;0.Cisplatin;0.Pemetrexed;","21.atezolizumab;0.cisplatin;0.pemetrexed;"
"93.53.1409.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Bevacizumab",1,1409,"Bevacizumab","1","",21,3,"","",TRUE,"Cont.","21.Bevacizumab;0.Cisplatin;0.Pemetrexed;21.Bevacizumab;0.Cisplatin;0.Pemetrexed;","21.bevacizumab;0.cisplatin;0.pemetrexed;"
"93.53.1410.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Cemiplimab",1,1410,"Cemiplimab","1","",21,3,"","",TRUE,"Cont.","21.Cemiplimab;0.Cisplatin;0.Pemetrexed;21.Cemiplimab;0.Cisplatin;0.Pemetrexed;","21.cemiplimab;0.cisplatin;0.pemetrexed;"
"93.53.1411.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Ipilimumab, Nivolumab",1,1411,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;21.Cisplatin;0.Ipilimumab;0.Nivolumab;0.Pemetrexed;","21.cisplatin;0.ipilimumab;0.nivolumab;0.pemetrexed;"
"93.53.1412.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Pembrolizumab",1,1412,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Pembrolizumab;0.Pemetrexed;21.Cisplatin;0.Pembrolizumab;0.Pemetrexed;","21.cisplatin;0.pembrolizumab;0.pemetrexed;"
"93.53.1413.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Sintilimab",1,1413,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Pemetrexed;0.Sintilimab;21.Cisplatin;0.Pemetrexed;0.Sintilimab;","21.cisplatin;0.pemetrexed;0.sintilimab;"
"93.53.1414.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, first-line",53,"Cisplatin, Pemetrexed, Tislelizumab",1,1414,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Pemetrexed;0.Tislelizumab;21.Cisplatin;0.Pemetrexed;0.Tislelizumab;","21.cisplatin;0.pemetrexed;0.tislelizumab;"
"93.53.1420.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, subsequent lines of therapy",53,"Gefitinib monotherapy",1,1420,"Gefitinib","1","",21,3,"","",TRUE,"Cont.","21.Gefitinib;21.Gefitinib;","21.gefitinib;21.gefitinib;"
"93.53.1421.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, subsequent lines of therapy",53,"Nintedanib & Pemetrexed",1,1421,"Nintedanib","2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21","",21,3,"","",TRUE,"Cont.","1.Pemetrexed;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Pemetrexed;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;1.Nintedanib;","1.pemetrexed;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;1.nintedanib;"
"93.53.1424.1","Thoraic Oncology","Non-small cell lung cancer, nonsquamous",93,"Advanced or metastatic disease, subsequent lines of therapy",53,"Sorafenib monotherapy",1,1424,"Sorafenib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;1.Sorafenib;","1.sorafenib;1.sorafenib;"
"94.53.1426.1","Thoraic Oncology","Non-small cell lung cancer, squamous",94,"Neoadjuvant therapy",53,"Cisplatin & Gemcitabine (GC) & Nivolumab",1,1426,"Cisplatin","1","",21,3,"","",FALSE,"3","14.Cisplatin;0.Gemcitabine;0.Nivolumab;7.Gemcitabine;14.Cisplatin;0.Gemcitabine;0.Nivolumab;7.Gemcitabine;","14.cisplatin;0.gemcitabine;0.nivolumab;7.gemcitabine;"
"94.53.1432.1","Thoraic Oncology","Non-small cell lung cancer, squamous",94,"Advanced or metastatic disease, first-line",53,"Carboplatin, nab-Paclitaxel, Pembrolizumab",1,1432,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Pembrolizumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Pembrolizumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.carboplatin;0.paclitaxel;0.nanoparticlealbumin-bound;0.pembrolizumab;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"94.53.1433.1","Thoraic Oncology","Non-small cell lung cancer, squamous",94,"Advanced or metastatic disease, first-line",53,"Carboplatin & nab-Paclitaxel (CnP) & Tislelizumab",1,1433,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tislelizumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Carboplatin;0.Paclitaxel;0.nanoparticlealbumin-bound;0.Tislelizumab;7.Paclitaxel;0.nanoparticlealbumin-bound;7.Paclitaxel;0.nanoparticlealbumin-bound;","7.carboplatin;0.paclitaxel;0.nanoparticlealbumin-bound;0.tislelizumab;7.paclitaxel;0.nanoparticlealbumin-bound;7.paclitaxel;0.nanoparticlealbumin-bound;"
"94.53.1435.1","Thoraic Oncology","Non-small cell lung cancer, squamous",94,"Advanced or metastatic disease, first-line",53,"Carboplatin & Paclitaxel (CP) & Camrelizumab",1,1435,"Camrelizumab","1","",21,3,"","",TRUE,"Cont.","21.Camrelizumab;0.Carboplatin;0.Paclitaxel;21.Camrelizumab;0.Carboplatin;0.Paclitaxel;","21.camrelizumab;0.carboplatin;0.paclitaxel;"
